texto,fecha,usuario
"""el dirigente alfredo cornejo de juntos por el cambio cuestionó a sinopharm la vacuna de china""
https://t.co/yafxkzsne0",2021-10-18 22:16:05 UTC,ailennn_n
"aún no se puede llegar con la vacuna al 10% de la población mayor de 18 años. así lo señaló a nihuil analía rearte, directora nacional de epidemiología. https://t.co/fndsbmbsin https://t.co/cpfxkalmcq",2021-10-18 22:14:45 UTC,radionihuil
"no sé si es la vacuna que está haciendo efecto, o las fechas de los exámenes 💆💆",2021-10-18 22:13:47 UTC,malecassella
"decir que la vacuna pfizer salió de fase experimental porque la fda aprobó su uso es tan ridículo como cuando el gobierno dice lo mismo del resto de las vacunas porque la anmat las autorizó.
una cosa es el proceso de la vacuna y otra lo que deciden éstos organismos.",2021-10-18 22:12:21 UTC,maru_diego
"nadie usa la vacuna astrazeneca como tercera dosis después de las sputnik o sinopharm 
autopublicado en https://t.co/aesoign3sn de detrás de la verdad,facebook https://t.co/5tba9rcbk9",2021-10-18 22:11:51 UTC,ejutv
"@josephmjauregui impresionante @josephmjauregui ahora, me pregunto: si comemos menos carne vacuna (mas pollo y mas cerdo) menos lácteos, menos frutas, legumbres y verduras... qué comemos entonces?",2021-10-18 22:11:39 UTC,ClaudioErsinger
"el ministro de salud, jeyson auza, anuncia que la tercera dosis de la vacuna contra el #coronavirus será aplicada a todas las personas mayores de 18 años. 
@saluddeportesbo
https://t.co/g54anqa6mn",2021-10-18 22:10:21 UTC,Opinion_Bolivia
que paso con la vacuna!!!! https://t.co/o1yooppnbb,2021-10-18 22:10:17 UTC,maty_portugal
"@psicoviruss vos dijiste la semana pasada...están cayendo como moscas...
si no se vacuna? siguen consumiendo,sigue aumentando todo...ergo...hay q seguir matando,no?",2021-10-18 22:09:49 UTC,hijo_ok
que mal me esta haciendo la vacuna lpm,2021-10-18 22:09:48 UTC,JochuBernasconi
"la tercera vacuna es un horror, me duele él brazo",2021-10-18 22:09:07 UTC,CufreNatalia
"@tortuaaaa @mariobaldrich @hfornillo @horaciorlarreta con la vacuna puesta tambien te podes morir, segui cuidandote y a los tuyos",2021-10-18 22:08:31 UTC,mabel_ferri
"la historia de rotary

el inicio de la labor de rotary data del 29 de setiembre de 1979,  voluntarios administraron las gotas de la vacuna antipolio a un grupo de niños en centro de salud guadalupe viejo, makati, filipinas, en un evento organizado por

https://t.co/k6drkbrvxq https://t.co/agabatplre",2021-10-18 22:08:16 UTC,diarioeleste
"@pilo_gutierrez @veropazca hola, perdón que me meta. a mi me pasó exactamente lo mismo, pero con la vacuna de la hepatitis b. me dolía mucho el ganglio, y fácil me duró un mes ese dolor. probablemente sea una reacción a la vacuna, pero de todas formas mejor descartar otra cosa. un abrazo!",2021-10-18 22:06:08 UTC,fgalvare
"en 1 día hice todo lo que no hice en todo el 2021.
dentista
vacuna 
almuerzo
crossfit
torta de cumple
aeropilates
curso vía zoom
fiesta de cumple 
🤪😮",2021-10-18 22:06:06 UTC,CeleChancay
una especialista asegura que no sirve dar la tercera dosis de la vacuna contra el covid el año que viene.  https://t.co/4dotn5krji https://t.co/eqsstdy0yg,2021-10-18 22:05:56 UTC,radionihuil
hermoso para entrenar y una con dolor de brazo por la vacuna 😤,2021-10-18 22:05:51 UTC,BazanLucre
@nitojt amor - gloria - vacuna,2021-10-18 22:04:18 UTC,AngelMireck
"@satosii_music buenos días amigo, me alegro mucho que ya estés mejor hoy...aveces pasa que con la vacuna sube la fiebre pero por suerte ya estás vacunado https://t.co/ce3xezg2b7",2021-10-18 22:04:09 UTC,pablolarosaxo
le llegó el turno para la vacuna a juana chiques estoy llorando 😭,2021-10-18 22:03:32 UTC,Manuchitaww
"@alexisl1984_0 @meganoticiascl si la gente no se vacuna, circula más virus y la morbilidad + mortalidad incrementa. si hay nuevas variantes también también.
vacunarse sirve y sirve más en la medida que lo haga la mayoría de la gente.",2021-10-18 22:02:54 UTC,ViejolMolina
@comfortlout la vacuna me hace sentir mal,2021-10-18 22:02:42 UTC,kttaa4
ya me empezo a doler el brazo😬 vacuna de mierda!,2021-10-18 22:02:17 UTC,diegodeel02
"@laviaraza lee bien.
""estaba esperando la vacuna pero se la robaron los pibes de la cámpora"" https://t.co/sjruxgkpc9",2021-10-18 22:02:02 UTC,PatoALaNaranja9
"@adrisack @sol68461921 ninguna información falsa, la vacuna pfizer, al igual que el resto, está en fase 3 experimental.
dejá que confundir a la gente",2021-10-18 22:01:00 UTC,maru_diego
"es importante que @pedrocastillote, el @minsa_peru junto con el ministro @hcevallosflores y la premier @mirtyvas nos expliquen qué asesorará en salud el anti vacuna @ricardobelmontc que asegura el #covid no existe ? https://t.co/gr8dto4u1a",2021-10-18 22:00:48 UTC,GiTototito
me metieron un tiro en el brazo en vez de una vacuna,2021-10-18 22:00:43 UTC,lezcanoadri_
la vacuna de janssen genera menos anticuerpos pero se sostienen más que pfizer y moderna | mendoza opina https://t.co/dneusbcdjy https://t.co/sigj4psfxz,2021-10-18 22:00:21 UTC,mendozaopina
"un estudio demostró que el componente produjo anticuerpos iniciales activos hasta 8 meses con una sola dosis, a diferencia de los otros inmunizantes que lograron un período de 6 meses de protección con las dos aplicaciones.

https://t.co/a3ab7rosgf",2021-10-18 22:00:02 UTC,ElNumeral_
@dechouza con tal de ponerla … digo q soy anti vacuna,2021-10-18 21:59:39 UTC,lexls
seria mejor q ahorre millones en comprar bacubas q necesitan 3 y hst  4 dosis en lugar d pensar en la vacuna peruana https://t.co/3nqfpqfhwv,2021-10-18 21:58:56 UTC,piojitasaltarin
"estado presente dice por una vacuna mientras el techo del jardín se viene abajo por la humedad, hay cables de luz que es un peligro para cualquiera, donde tardaron un mes de activarles las estufas para los niños. pero bueno, super presente el estado.",2021-10-18 21:58:03 UTC,MicaaFeijoo
"como se puede generar controversia con una vacuna?
por efectos adversos severos o muertes
no hay otra forma
hablen claro sres. @minsa_peru https://t.co/ji7msa8hyt",2021-10-18 21:57:02 UTC,1Ricper
"recién me doy cuenta que el laboratorio que aparece en ""de amor y otras adicciones"" es pfizer, el de la vacuna.",2021-10-18 21:56:09 UTC,MerLuAri
"@alexisl1984_0 @meganoticiascl estadisticamente la gran mayoría que morirá son no vacunados, si no se vacuna todo el mundo, sigue mutando el virus y se puefe volver más letal y generar nuevas variantes.
que debería decir paris? todos vamos a morir?? jaja super weon tu comentario",2021-10-18 21:55:54 UTC,ViejolMolina
@lanacionmas dejen de hablar pavadas que la vacuna para el covid no es la misma para chicos que para grandes ..desprestigian al gobierno diciendo porque la de chicos no se la dan a los grandes ..inútiles.l.n,2021-10-18 21:55:33 UTC,FRANCISCO_TOTH
"@msaludpy hola buenas tardes me gustaría una respuesta, yo necesitaría mi primera dosis de vacuna y tengo más de 50 años no entiendo cómo es lo de la salidas comunitarias vivo en lo que me pueden aclarar? gracias",2021-10-18 21:54:35 UTC,adricaldarini
@drenriqueparis no porque su vacuna es experimental y no tiene ninguna protección,2021-10-18 21:54:26 UTC,Kaylenelmejor
"me creen sí les digo qué a mas de 2 meses de darme la 3era dosis hoy me dolía él brazo en él lugar exacto de la vacuna?
¿a alguien le pasó??? me dolió cuando me la dí un par de días nada más luego no pasó nada hasta hoy 🙄🙄🙄🙄",2021-10-18 21:53:14 UTC,Baileyvshector
nadie usa la vacuna astrazeneca como tercera dosis después de las sputnik o sinopharm https://t.co/sr1tisrmtz,2021-10-18 21:52:58 UTC,ejutv
"@alexisl1984_0 @meganoticiascl no puedes comparar con países desarrollados, hay factores de riesgo, factores geneticos, morbilidad en población y acceso u oportunidad a salud.
aquí tú estás suponiendo que vacunarse significa no enfermarse ni morir. la vacuna es para intentar erradicar y evitar propagación",2021-10-18 21:52:54 UTC,ViejolMolina
@jugadoxchile @lanita_roja @cesarc_e @rodrigoeavila @t13 la población vacunada que está ingresando es principalmente población de riesgo (adulto mayor). pensar mal de una vacuna por esa situación es no cachar una,2021-10-18 21:52:34 UTC,Samuel__Narvaez
los muertos en lincoln son una incógnita... la vacuna es otra! querían frenar las elecciones por la pandemia y  dieron por terminada la pandemia por el resultado... jajaja gobierno de bromas,2021-10-18 21:52:22 UTC,adrianaruesch
"a el le pusieron  2 dosis de vacuna y murió yo creo que lo mato labacuna
 noooooooo🤖🔥💥🍿 https://t.co/yswgvegisl",2021-10-18 21:50:57 UTC,cuscorepublica
la anmat analizará una vacuna contra el dengue https://t.co/llvfqtssli https://t.co/jsnmw9iwqq,2021-10-18 21:50:54 UTC,portal_misiones
"@arnaldourbaez @hermannh @joelvinrv @moraviet exacto! no importa la vacuna, no sirve se nada, tiene 83 años.",2021-10-18 21:50:40 UTC,OLuchoni
"me duele una banda el brazo, q vacuna del orto",2021-10-18 21:49:20 UTC,brisacampeggi
"@chinocespedes yo sin vacuna ni pcr. no soy antivacuna, soy hipocondríaco y me paso rollos.",2021-10-18 21:48:48 UTC,antonoperez
"@pilo_gutierrez https://t.co/gtjq1y12en estaba igual que tú, me hice los controles además. googlea y verás más reportajes. no es malo chequearse en todo caso pero puede ser una posibilidad",2021-10-18 21:48:28 UTC,VeroPazCA
"@eli_vvv chuta, a mi no me pasó nada y a mi mamá tampoco, que vacuna te pusieron???",2021-10-18 21:47:23 UTC,marcelotapiao
"el covid y la vacuna me chupan bien la pija, me anote hace 400 dias y nunca me llegó nada",2021-10-18 21:47:23 UTC,enzo_varela99
qué al pedo esto de esperar 20' después de la vacuna. dale hermano que me cierra la panadería y quiero comprar fatura!!!,2021-10-18 21:47:09 UTC,PauAb0ga2
@constructor1981 @elaval antes de la vacuna estoy hubiera sido 20-30,2021-10-18 21:47:08 UTC,polindromes
"@pedrocastillote le asesorará alguien que cree que la vacuna es mentira, y que detesta a los venezolanos... 🤔 la vida te da sorpresas sorpresas te da la vida",2021-10-18 21:46:16 UTC,ciudadanokike1
"@marcelotapiao aquí derrotada por la 3a dosis 😒, pero bien. me quedé en casita, solo aproveche de ir por mi vacuna",2021-10-18 21:45:55 UTC,Eli_vvv
"@luishn20 ya han explicado la posibilidad de que el 50% de la población peruana se haya contagiado de covid-19 y haya adquirido cierto grado de inmunidad, también influye el avance del proceso de vacuna @mabel_huertas no habrá tercera ola en el perú https://t.co/twvjuzjgwa",2021-10-18 21:45:36 UTC,ninel_hdzz
"@viejolmolina @meganoticiascl sip, perfectamente 😉 
1- no es vacuna.
2- cómo segregas ahí la aradoja de simpson?🤣
no puedes. 
3- los analisis estadisticos no están libres de sesgos en sus interpretaciones, y acá no tienes como definir a ciencia cierta esa diferenciación.
(sigo)",2021-10-18 21:44:22 UTC,AlexisL1984_0
@frehed3 @unmsm_ quién te dijo que la vacuna te inmuniza? ayuda a que no te dé grave y no te mueras,2021-10-18 21:43:57 UTC,renatofernandez
diario hoy   la ema comienza a evaluar la vacuna de pfizer para niños de 5 a 11 años https://t.co/oeyjizla2l #medicamento #covid19 #medicamentos #pfizer #vacuna #el #ema #ciencia #pfizerbiontech #comirnaty,2021-10-18 21:43:51 UTC,moopiocom
@subrayado sean serios che... ya nos tomaron por boludos con o sin vacuna parece ehhh,2021-10-18 21:43:30 UTC,Oxirick
"octubre 2021 y en argentina tdvia no podes elegir qué vacuna ponerte , no porque no tengas el derecho sino porque no hay",2021-10-18 21:43:24 UTC,cabelardinelli
la vacuna me dio más sueño de lo que siempre tengo jajajajja,2021-10-18 21:43:20 UTC,_agussacevedo_
me da miedo la vacuna que puto,2021-10-18 21:43:15 UTC,RoaSantiago6
@abridc tenés que decir que no te sentís bien ;) por la vacuna mm jajaj,2021-10-18 21:42:25 UTC,rohayhulouis
"q vacuna de mierda, re mal me pego😬",2021-10-18 21:41:01 UTC,lucasmanochiok
"#p7informa #último       
el gobierno anuncia que desde este martes y solo por octubre se aplicará la tercera dosis de la vacuna anticovid de “refuerzo” para toda la población.

fotos: atb https://t.co/3gmcxrsxo1",2021-10-18 21:40:24 UTC,pagina_siete
a la vacuna te baja el animo o que onda?,2021-10-18 21:39:50 UTC,kkevingarcia1
hoy no sentía nada de la vacuna y ahora tengo el brazo acalambrado,2021-10-18 21:39:45 UTC,Miccaa21
y gracias a momo y ringo que nada tienen que ver con la vacuna pero ya que estamos recordar que los amo https://t.co/sovxj0rfhi,2021-10-18 21:38:37 UTC,macajorgec
"@otsenresiul @mganc encontré la causa: 
https://t.co/md4awgf32z
la decisión seguramente fue a raiz de lo que pasó con la vacuna",2021-10-18 21:37:34 UTC,marcebit
"covid-19: francia se suma a los países que dejaron de usar la vacuna de moderna como dosis de refuerzo 

 https://t.co/pvriotsdnx",2021-10-18 21:37:05 UTC,drclaudiosalud
@horaciorlarreta vos  no tenés vergüenza!  militaste la anti cuarentena y  anti vacuna. sos un #sorete,2021-10-18 21:36:24 UTC,castrosusy1969
me puedo sacar la vacuna para poder ir? 👀 https://t.co/rxmecol0yn,2021-10-18 21:36:20 UTC,Sammael4ever
"mientras el ministro @hcevallosflores hace un buen trabajo para lograr vacunar a la mayor cantidad de peruanos y alcanzar la inmunidad de rebaño y vencer el covid, el presidente castillo contrata a un anti vacuna como belmont. 🤯",2021-10-18 21:35:28 UTC,DelAguila2021
estoy en la fila para la vacuna y lo uno q hice fue leer todo el bardo de la china y wanda,2021-10-18 21:35:02 UTC,tinnitaxdd
"@rosmarbr al parecer todos se salvan, desde el médico, los gobiernos que te obligan hasta el fabricante. te obligan a ponerte una vacuna en fase experimental, pero si te pasa algo el responsable eres tú.",2021-10-18 21:33:23 UTC,motilona
"presidente @pedrocastillote los millones de peruanos viviendo pandemia mundial queremos saber que asesorará el misógino @ricardobelmontc en @minsa_peru porque es anti vacuna y está convencido que el covid no existe
qué le decimos a los niños? https://t.co/czqag0j6ui",2021-10-18 21:32:47 UTC,GiTototito
@msaludpy asesinos . si traían la vacuna en enero no iba a ver ese 16.000 muertos .,2021-10-18 21:32:46 UTC,diegofranco84
"en cuanto a los mayores de 18 años, casi 14 millones de pacientes ha iniciado su esquema de inoculación contra el covid-19 https://t.co/ox5p3vmia2",2021-10-18 21:30:02 UTC,el_dinamo
"@alexisl1984_0 @meganoticiascl entiendes que la probabilidad de enfermar y morir es variable respecto a la incidencia de la enfermedad y que el objetivo de la vacuna es lograr idealmente inmunidad rebaño para evitar contagio?
en el mismo grafico se confirma el efecto rebaño.",2021-10-18 21:29:08 UTC,ViejolMolina
"@pintobarrant @idl_rivera pero estuvo en contra de la vacuna contra el covid, diciendo que causaba esterilidad y salió en la playa por vídeo, burlándose de las medidas de confinamiento",2021-10-18 21:28:07 UTC,iolara108
@solenlibra24 yo fume un pucho luego de la vacuna y todo bien,2021-10-18 21:28:04 UTC,DestructorVidas
@thelouisleroux ni idea la verdad. pero igual la vacuna ya me la pusieron jajajaja,2021-10-18 21:26:38 UTC,Lautarogvidal
¿cuántos de los contagiados diariamente están vacunados? extraoficialmente se sabe que es alrededor del 95% por ende no veo el éxito de la vacuna covid19 https://t.co/hkts01g8ck,2021-10-18 21:26:17 UTC,Chileno_Libre
el efecto de la vacuna me está matando,2021-10-18 21:26:11 UTC,oriidominguez00
"ingresa a nuestro especial, elaborado en base a los datos abiertos del gobierno, para conocer las estadísticas que deja hasta la fecha la aplicación de la vacuna contra la covid-19 en el perú.
https://t.co/usoovs7gj5",2021-10-18 21:25:41 UTC,LRData
"el viernes 15 empezó la aplicación de una tercera dosis de la vacuna contra la covid-19 para el personal de salud en el país. en #lrdata hemos actualizado nuestro especial y ya contamos con la cantidad de dosis de refuerzo aplicadas en los primeros días.
https://t.co/usoovs7gj5",2021-10-18 21:25:39 UTC,LRData
"ministro barranzuela: ""el proceso de vacunación de nuestros bomberos cuenta con 13 500 efectivos, de un total de 14 157 a nivel nacional, vacunados con ambas dosis contra la covid-19. cabe señalar que 657 bomberos han desistido la vacuna por decisión propia"". https://t.co/ybguyrthnf",2021-10-18 21:24:42 UTC,MininterPeru
