texto,fecha,usuario
"@singlobosnigato @argentinatsmo @sweetnnadine @luolm63 es desgarrador ver un niño intubado...  y se intubaron 10 veces mas por virus sincicial respiratorio, adeno virus y neumococo... pero claro... esos bicharracos no salen en tv y al gobierno le importa un choto hacer algo por lo que realmente se mueren los niños...",2021-10-18 19:19:56 UTC,IlRapha
@gonziver es una reacción natural ante la hipocresía de quienes hicieron todo lo posible para difundir el virus y después aparecieron llorando por los muertos.,2021-10-18 19:13:49 UTC,huguitogenio
"obligatorio para viajar mientras se mantenga el mencionado nivel de alerta moderado. sin embargo, la sutran afirmó que el uso de doble mascarilla y protector facial, durante toda la duración del viaje, se mantiene como medida obligatoria para evitar la propagación del virus.(4/5)",2021-10-18 19:13:19 UTC,Diario_EP
@luabru1 es una reacción natural ante la hipocresía de quienes hicieron todo lo posible para difundir el virus y después aparecieron llorando por los muertos.,2021-10-18 19:13:01 UTC,huguitogenio
@juanmapolako1 es una reacción natural ante la hipocresía de quienes hicieron todo lo posible para difundir el virus y después aparecieron llorando por los muertos.,2021-10-18 19:12:42 UTC,huguitogenio
@sandokanaca es una reacción natural ante la hipocresía de quienes hicieron todo lo posible para difundir el virus y después aparecieron llorando por los muertos.,2021-10-18 19:12:17 UTC,huguitogenio
@_freedomeagle es una reacción natural ante la hipocresía de quienes hicieron todo lo posible para difundir el virus y después aparecieron llorando por los muertos.,2021-10-18 19:12:00 UTC,huguitogenio
@soybostero2018 es una reacción natural ante la hipocresía de quienes hicieron todo lo posible para difundir el virus y después aparecieron llorando por los muertos.,2021-10-18 19:11:33 UTC,huguitogenio
"@rominamanguel entre los anti vacuna y este sr. que mediante un show siendo de riesgo se salvo del virus no encuentro la diferencia de inconsciencia, pero es funcionario del gob y  a ningún periodista le llamara la atención, mientras los pelotudos con dos vacunas nos tenemos q seguir cuidando https://t.co/xikhbpu0qm",2021-10-18 19:11:22 UTC,MiriamMiribea
@marielarosales es una reacción natural ante la hipocresía de quienes hicieron todo lo posible para difundir el virus y después aparecieron llorando por los muertos.,2021-10-18 19:11:09 UTC,huguitogenio
@mechicok es una reacción natural ante la hipocresía de quienes hicieron todo lo posible para difundir el virus y después aparecieron llorando por los muertos.,2021-10-18 19:10:56 UTC,huguitogenio
@adrian_yodelcab es una reacción natural ante la hipocresía de quienes hicieron todo lo posible para difundir el virus y después aparecieron llorando por los muertos.,2021-10-18 19:10:48 UTC,huguitogenio
@jacob_dutt es una reacción natural ante la hipocresía de quienes hicieron todo lo posible para difundir el virus y después aparecieron llorando por los muertos.,2021-10-18 19:10:37 UTC,huguitogenio
@somosmgl @krostatv @ministeriosalud @albertodougnac como medico tengo el deber de informarle que vacunarse es lo mejor que usted puede hacer he visto desde jovenes hasta adultoa mayores en la uci del hospital y varios murieron. lw recomiendo vacunarse ademas que puede portar el virus y llevarlo a sus seres queridos. saludos,2021-10-18 19:10:27 UTC,SoyRicardoAndr1
@jackiesiempre es una reacción natural ante la hipocresía de quienes hicieron todo lo posible para difundir el virus y después aparecieron llorando por los muertos.,2021-10-18 19:10:20 UTC,huguitogenio
@rmargarita73 @c_zuritaredon @ministeriosalud @albertodougnac como medico tengo el deber de informarle que vacunarse es lo mejor que usted puede hacer he visto desde jovenes hasta adultoa mayores en la uci del hospital y varios murieron. lw recomiendo vacunarse ademas que puede portar el virus y llevarlo a sus seres queridos. saludos,2021-10-18 19:08:29 UTC,SoyRicardoAndr1
@julioac13 es una reacción natural ante la hipocresía de quienes hicieron todo lo posible para difundir el virus y después aparecieron llorando por los muertos.,2021-10-18 19:08:21 UTC,huguitogenio
@albizuboran es una reacción natural ante la hipocresía de quienes hicieron todo lo posible para difundir el virus y después aparecieron llorando por los muertos.,2021-10-18 19:08:10 UTC,huguitogenio
@kouk1424 es una reacción natural ante la hipocresía de quienes hicieron todo lo posible para difundir el virus y después aparecieron llorando por los muertos.,2021-10-18 19:07:34 UTC,huguitogenio
@trompe__ es una reacción natural ante la hipocresía de quienes hicieron todo lo posible para difundir el virus y después aparecieron llorando por los muertos.,2021-10-18 19:07:26 UTC,huguitogenio
"pidieron un año para preparar y prevenir el virus covid19, pasaron. dos años y murieron 150000 ciento cincuenta mil personas. y los pasos fronterizos terrestres con bolivia ni baños decentes tienen ...

#abranlasfronteras 
#abranlasfronterasterrestres 
#abranlasfronteras",2021-10-18 19:07:16 UTC,wluismaldonadou
@danilerer es una reacción natural ante la hipocresía de quienes hicieron todo lo posible para difundir el virus y después aparecieron llorando por los muertos.,2021-10-18 19:06:28 UTC,huguitogenio
@daga91712369 es una reacción natural ante la hipocresía de quienes hicieron todo lo posible para difundir el virus y después aparecieron llorando por los muertos.,2021-10-18 19:06:13 UTC,huguitogenio
@marcelofavaok es una reacción natural ante la hipocresía de quienes hicieron todo lo posible para difundir el virus y después aparecieron llorando por los muertos.,2021-10-18 19:05:56 UTC,huguitogenio
"@edumecar @biobio la diferencia es que, si nos enfermamos y pasamos la enfermedad, creamos inmunidad natural. por tal, al contagiar el virus ya modificado por nuestras defensas, provoca lo que se llama ""inmunidad de rebaño o masas""...",2021-10-18 19:05:13 UTC,Maurici83758903
@roxymdpturkish es una reacción natural ante la hipocresía de quienes hicieron todo lo posible para difundir el virus y después aparecieron llorando por los muertos.,2021-10-18 19:04:26 UTC,huguitogenio
@albabiblio es una reacción natural ante la hipocresía de quienes hicieron todo lo posible para difundir el virus y después aparecieron llorando por los muertos,2021-10-18 19:03:35 UTC,huguitogenio
"muy buen video que muestra la historia de las vacunas.

cómo conquistamos el virus de la letal viruela - simona zompi https://t.co/tdebgearoy a través de @youtube",2021-10-18 19:03:34 UTC,CaroRaimondo
@atlanticsurff es una reacción natural ante la hipocresía de quienes hicieron todo lo posible para difundir el virus y después aparecieron llorando por los muertos,2021-10-18 19:03:14 UTC,huguitogenio
"@bebote10_ok @ilrapha 👇👇👇 y la vacuna no tiene el virus verdadero inactivado, sino un ""cascarón"" con una secuencia genomica proximada
https://t.co/kg3hxardcl",2021-10-18 19:00:54 UTC,CarlosMilimpera
@trompe__ es una reacción natural ante la hipocresía de quienes hicieron todo lo posible para difundir el virus y después aparecieron llorando por los muertos,2021-10-18 19:00:19 UTC,huguitogenio
@mgabrielaneg @monicacorrales el virus del buenismo-pendejismo ha cundido en vzla.,2021-10-18 18:59:35 UTC,KarlOz2020
"📌les recordamos que este miércoles 20/10, a las 5 p.m. se realizará el seminario ""pandemia de sars-cov-2: evolución de la mutabilidad del virus, respuesta inmune y vacunas""
✍️inscríbete aquí👇https://t.co/kwesgg12gc 📩también te puedes inscribir en: carolina.escobar@pucv.cl https://t.co/rnvhm22ruf",2021-10-18 18:58:36 UTC,biologiapucv
@chidalgo @atali virus se transmite mayormente por aire por lo que lo más importante es uso de mascarilla y renovación de aire. yo no apostaría que dentro del cine ambas cosas pasen.,2021-10-18 18:58:15 UTC,tiopaul
"@jesusverdel meterse a la playa prepotente diciendo que el virus es mentira,su gestión miserable como alcalde en lima,echar la culpa a fujimori de su propia estafa a sus rbcistas.",2021-10-18 18:55:17 UTC,ledigoyo
"@ocram el hombre que dijo que llegando al congreso pondría de ley sacarse las mascarillas,que el virus era una payasada ,ese es belmont",2021-10-18 18:51:11 UTC,ledigoyo
"🤝trabajo conjunto. los países miembros de la #comunidadandina y del @cvpconosur unen esfuerzos para prevenir el ingreso de la peste porcina africana a la región, ante la reintroducción de este virus al continente.

nota de prensa➡️https://t.co/whdzmmzmxm https://t.co/ybz4bekeyu",2021-10-18 18:43:42 UTC,ComunidadAndina
"¿qué experiencia? ¿comentarios homofóbicos, machistas y negacionistas del virus? hágase una limpia. https://t.co/1snkloqeje",2021-10-18 18:43:11 UTC,melissa_bp
"hay un nuevo virus, y es la estupidez de la gente, contra ese no hay cura.",2021-10-18 18:40:22 UTC,LilithRichetti
"@soledadtarquini @olivospatri anda mucho ese virus en córdoba, sole. este fin de semana escuché varios casos en tres reuniones distintas con gente que nada que ver entre ellos. como dice de pablo: ánimo! 💪💪",2021-10-18 18:36:59 UTC,NancyVillarruel
"¿ incluir o excluir a los virus del árbol de la vida ?

https://t.co/gvn89u2h0f ⚜️🌐🙏🕉️🧘‍♂️☸️♻️🕊️🔱 https://t.co/5koatirx1t",2021-10-18 18:35:03 UTC,SouzaBeltran
y mirá como se cagan de risa del virus...hasta el barbijo es una pelotudez para ellos. que el último apague la luz. https://t.co/8rei5czjgu,2021-10-18 18:33:14 UTC,terpsicore1980
"@gestionpe de acuerdo y lo mismo para centros comerciales, viajes interprovinciales, viajes al exterior y plantas/fábricas. la vacuna asegura en 94% que no morire, lo que no asegura son secuelas del virus y estas últimas son desastrosas. 
el que no se vacuna no debe interactuar socialmente",2021-10-18 18:31:09 UTC,DannyG36328634
@danieljadue valentía que un virus mandó pa la casa.,2021-10-18 18:28:10 UTC,linternamagica
"ya que me contagie yo también de éste virus, espero que me haga bajar un par de kilos por lo menos",2021-10-18 18:27:54 UTC,FioreFarias3
🟠  la oms confirma en un pdf que tampoco tienen secuenciado el virus: siguen apareciendo muchas más pruebas de la farsa que estamos viviendo y la última la hemos recibido por correo electrónico hoy mismo por parte de una persona de la que… https://t.co/tb3yzjwnk2 #actualidad,2021-10-18 18:27:08 UTC,elobservador_24
"las restricciones sólo son soluciones falsas y no lo digo yo, lo dicen las evidencias. 
les dejo la nota sobre la investigación de la pandemia y lo que hace españa, ¿qué opinan?
https://t.co/r6fw0itd9b",2021-10-18 18:20:23 UTC,AbrilSata
"@libertariansooc sin condones pero con poppers, la ciencia cuando conviene eh, pq virus el vih no el covid, jajajaja, esa gente jajajaja",2021-10-18 18:15:32 UTC,GiancarloHerr13
"@juliorazona el cambio climático y nuevos virus serán los causantes de los infartos, acv, trombos y muertes repentinas que están ocurriendo en realidad por la inoculación de esas porquerías a los que se dejaron.",2021-10-18 18:07:38 UTC,ciudadan000
@acepin29 @josalmnzar2 @milenario3310 @luisabinader las vacunas evitan que el virus te mate no que no te contangie un no vacunado. además tengo derecho a sentir miedo igual que el miedo a no vacunarse. el derecho es igual para todos.,2021-10-18 18:05:36 UTC,ElidoVarona
"un “amigo” me dijo “típico de gorila” por decir que está lleno de villeros que vinieron a aprovechar la vuelta cuando vi que robaron en dos lugares en una cuadra. que enfermedad tienen los k loco, alto virus incurable. aclaro, soy anti política.",2021-10-18 18:01:29 UTC,ClaroAgustin
"todos los fines de semana hace un mes me enfermo del estómago, vómito o indigestión, fiebre y mucho dolor de espalda! un virus ya no creo que sea.",2021-10-18 18:01:09 UTC,AlonsoNeiraS
"@juandemigel1 @anibaltorresv se pueden reinfectar de nuevo asi esten vacunados pero les dara mas leve la vacuna no es anticovi es prevencion o no entiendes,vacunarse es salvar vidas entiendolo no lo veas como obligacion es responsabilidad y asi no propagar mas el virus ok",2021-10-18 17:52:55 UTC,ysabel304
cuánta razón tenía @mauriciomacri al decir que el populismo es peor que el corona virus https://t.co/mykkjbpvhn,2021-10-18 17:51:26 UTC,divarosanna
@carloseguiauno que gobierno de mierda. los k y los p son nefastos. creerán que los muertos por covid sólo son de jxc? ningun peronista o k murió por el virus?,2021-10-18 17:49:25 UTC,jmartos26
@soscubalibresos @liveletlive_41 @ilrapha la ignorancia es más contagiosa que el propio virus.  y el padre de la ignorancia son los grandes laboratorios de las vacunas.,2021-10-18 17:48:35 UTC,alberguzz
"@ruyio en donde estoy todos se contagiaron,y los dos señores quedaron un poco afectados pero nada muy grave.
un niño de 5 años,ambos padres contagiados,el niño enfermizo(vive con gripe) y ni rastros de ese virus.
la mente,la mente,no se puede andar uno bajando la frecuencia vibratoria.",2021-10-18 17:39:40 UTC,m_munck
"@gechirinos @hermannh @joelvinrv @moraviet pura y real paja, yo tengo un campañero de labores que falleció de covid con las 2 dosis de pfizer encima, con 33 años de edad, sin ningun tipo de patologia o afeccion diagnosticada, que si garantiza que el virus chino no te mate? tener las defensas altas, es muchisimo mas",2021-10-18 17:38:33 UTC,OLuchoni
"si esto es así, y tenemos a la mano evidencia que demuestra el nulo o poco beneficio que muchas de estas “medidas” traen para frenar el avance del virus, ¿por qué el gobierno sigue insistiendo con ellas? es un sinsentido, y el asunto no puede seguir pasando por agua tibia.",2021-10-18 17:35:04 UTC,JoaqunMejia
"lo que más preocupa en este punto de la pandemia es que hayamos normalizado no exigir el sustento de las “medidas covid”.

son medidas limitativas de la libertad y, como tales, deben ser idóneas para lograr los objetivos que persiguen (i.e. reducir la transmisibilidad del virus)",2021-10-18 17:32:53 UTC,JoaqunMejia
@srmiercoles1 @elperritolindo @pasantemossad es por la forma en que se expresan los virus. es lo que sobrevive un virus. empiezan matando mucha gente o enfermando. a medida que contagia y otros se van inmunizando debe mutar más agresivo en contagio pero más débil en sobreviva y así hasta morir,2021-10-18 17:28:34 UTC,mmvpdesz
